Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG129305,,The customer was coughing/sick,
BKG129308,,Customer related issue,
BKG129310,Driver asked to cancel,,
BKG129313,,Customer related issue,
BKG129316,,Personal & Car related issues,
BKG129317,,More than permitted people in there,
BKG129319,,Personal & Car related issues,
BKG129321,,More than permitted people in there,
BKG129323,Wrong Address,,
BKG129325,,The customer was coughing/sick,
BKG129326,,,Customer Demand
BKG129328,,,Other Issue
BKG129330,,Customer related issue,
BKG129331,,Personal & Car related issues,
BKG129332,,The customer was coughing/sick,
BKG129338,,Personal & Car related issues,
BKG129339,,,Other Issue
BKG129340,,Personal & Car related issues,
BKG129342,,,Customer Demand
BKG129349,AC is not working,,
BKG129350,,,Customer Demand
BKG129351,,The customer was coughing/sick,
BKG129352,,,Customer Demand
BKG129354,Change of plans,,
BKG129356,,The customer was coughing/sick,
BKG129358,,,Vehicle Breakdown
BKG129360,,More than permitted people in there,
BKG129362,,,Vehicle Breakdown
BKG129367,,Customer related issue,
BKG129369,,Customer related issue,
BKG129370,Driver is not moving towards pickup location,,
BKG129375,,More than permitted people in there,
BKG129378,,,Other Issue
BKG129379,,,Other Issue
BKG129381,AC is not working,,
BKG129382,Driver is not moving towards pickup location,,
BKG129386,,Personal & Car related issues,
BKG129387,,,Other Issue
BKG129394,,,Customer Demand
BKG129395,,Customer related issue,
BKG129397,,Personal & Car related issues,
BKG129399,,More than permitted people in there,
BKG129400,,More than permitted people in there,
BKG129401,Wrong Address,,
BKG129405,,More than permitted people in there,
BKG129406,,,Customer Demand
BKG129407,,Personal & Car related issues,
BKG129409,,Customer related issue,
BKG129410,,More than permitted people in there,
BKG129411,,,Customer Demand
BKG129417,Change of plans,,
BKG129420,,,Vehicle Breakdown
BKG129422,,,Customer Demand
BKG129424,,,Vehicle Breakdown
BKG129425,,Customer related issue,
BKG129428,,,Customer Demand
BKG129430,,The customer was coughing/sick,
BKG129431,,Customer related issue,
BKG129432,,The customer was coughing/sick,
BKG129434,,Customer related issue,
BKG129437,,Customer related issue,
BKG129439,,The customer was coughing/sick,
BKG129440,,,Vehicle Breakdown
BKG129451,Wrong Address,,
BKG129452,,More than permitted people in there,
BKG129454,,Personal & Car related issues,
BKG129455,,More than permitted people in there,
BKG129456,,Customer related issue,
BKG129461,,Customer related issue,
BKG129468,AC is not working,,
BKG129471,,More than permitted people in there,
BKG129476,,,Vehicle Breakdown
BKG129478,,,Other Issue
BKG129481,AC is not working,,
BKG129483,,Customer related issue,
BKG129486,,,Other Issue
BKG129489,,More than permitted people in there,
BKG129492,,,Other Issue
BKG129493,,More than permitted people in there,
BKG129496,,Customer related issue,
BKG129497,,The customer was coughing/sick,
BKG129503,,,Customer Demand
BKG129506,,The customer was coughing/sick,
BKG129508,,The customer was coughing/sick,
BKG129509,,Personal & Car related issues,
BKG129516,,,Other Issue
BKG129520,,The customer was coughing/sick,
BKG129521,,,Customer Demand
BKG129523,,,Other Issue
BKG129525,Driver is not moving towards pickup location,,
BKG129526,,Personal & Car related issues,
BKG129530,,The customer was coughing/sick,
BKG129532,,Customer related issue,
BKG129535,Wrong Address,,
BKG129536,,The customer was coughing/sick,
BKG129537,,,Vehicle Breakdown
BKG129539,,Customer related issue,
BKG129540,,,Vehicle Breakdown
BKG129541,,,Customer Demand
BKG129542,AC is not working,,
BKG129543,,Customer related issue,
BKG129544,,More than permitted people in there,
BKG129545,,Personal & Car related issues,
BKG129547,,The customer was coughing/sick,
BKG129550,,,Customer Demand
BKG129551,,,Vehicle Breakdown
BKG129552,,The customer was coughing/sick,
BKG129553,,,Vehicle Breakdown
BKG129555,,Personal & Car related issues,
BKG129556,,The customer was coughing/sick,
BKG129557,,Personal & Car related issues,
BKG129561,Wrong Address,,
BKG129562,,,Other Issue
BKG129563,,Customer related issue,
BKG129565,,Customer related issue,
BKG129569,,Personal & Car related issues,
BKG129573,,,Customer Demand
BKG129576,,,Other Issue
BKG129577,,,Vehicle Breakdown
BKG129579,,The customer was coughing/sick,
BKG129585,,Personal & Car related issues,
BKG129587,,Personal & Car related issues,
BKG129589,Driver asked to cancel,,
BKG129593,,Personal & Car related issues,
BKG129594,,Customer related issue,
BKG129595,Change of plans,,
BKG129597,,,Customer Demand
BKG129600,,,Customer Demand
BKG129602,,Personal & Car related issues,
BKG129603,,The customer was coughing/sick,
BKG129606,Driver is not moving towards pickup location,,
BKG129612,,,Vehicle Breakdown
BKG129614,,Personal & Car related issues,
BKG129621,Driver is not moving towards pickup location,,
BKG129626,,More than permitted people in there,
BKG129627,,,Other Issue
BKG129628,,More than permitted people in there,
BKG129629,,The customer was coughing/sick,
BKG129630,,,Other Issue
BKG129632,,More than permitted people in there,
BKG129633,Driver is not moving towards pickup location,,
BKG129634,,Personal & Car related issues,
BKG129650,,Customer related issue,
BKG129652,,,Other Issue
BKG129653,,,Customer Demand
BKG129654,,More than permitted people in there,
BKG129655,,,Vehicle Breakdown
BKG129656,,,Other Issue
BKG129664,AC is not working,,
BKG129665,AC is not working,,
BKG129666,,Personal & Car related issues,
BKG129667,,Personal & Car related issues,
BKG129672,,More than permitted people in there,
BKG129674,,,Customer Demand
BKG129681,Driver asked to cancel,,
BKG129682,,,Other Issue
BKG129683,Driver is not moving towards pickup location,,
BKG129685,,,Other Issue
BKG129686,,,Customer Demand
BKG129687,Change of plans,,
BKG129694,AC is not working,,
BKG129697,,,Customer Demand
BKG129704,,Personal & Car related issues,
BKG129705,,The customer was coughing/sick,
BKG129706,,,Customer Demand
BKG129707,,More than permitted people in there,
BKG129708,,,Other Issue
BKG129709,,,Vehicle Breakdown
BKG129713,,,Other Issue
BKG129714,,The customer was coughing/sick,
BKG129715,,The customer was coughing/sick,
BKG129719,Wrong Address,,
BKG129722,Driver asked to cancel,,
BKG129723,,Personal & Car related issues,
BKG129726,,,Customer Demand
BKG129740,,The customer was coughing/sick,
BKG129742,,Personal & Car related issues,
BKG129752,,,Other Issue
BKG129755,,The customer was coughing/sick,
BKG129756,,,Other Issue
BKG129762,AC is not working,,
BKG129765,,,Other Issue
BKG129770,,Personal & Car related issues,
BKG129775,,,Other Issue
BKG129781,AC is not working,,
BKG129785,,,Customer Demand
BKG129790,,Customer related issue,
BKG129791,,More than permitted people in there,
BKG129792,,The customer was coughing/sick,
BKG129793,Change of plans,,
BKG129794,,,Vehicle Breakdown
BKG129795,,,Other Issue
BKG129798,,,Customer Demand
BKG129799,,,Vehicle Breakdown
BKG129800,,The customer was coughing/sick,
BKG129801,,,Vehicle Breakdown
BKG129803,,,Other Issue
BKG129806,,Personal & Car related issues,
BKG129811,,Customer related issue,
BKG129812,,,Customer Demand
BKG129819,,,Other Issue
BKG129821,,The customer was coughing/sick,
BKG129822,,,Vehicle Breakdown
BKG129824,,Personal & Car related issues,
BKG129826,,,Customer Demand
BKG129828,,Customer related issue,
BKG129831,,,Other Issue
BKG129833,,,Other Issue
BKG129837,,The customer was coughing/sick,
BKG129838,,,Other Issue
BKG129840,,Customer related issue,
BKG129841,,,Customer Demand
BKG129842,,,Vehicle Breakdown
BKG129843,Change of plans,,
BKG129844,,More than permitted people in there,
BKG129849,,,Other Issue
BKG129851,Driver asked to cancel,,
BKG129860,,The customer was coughing/sick,
BKG129863,,,Vehicle Breakdown
BKG129865,,,Vehicle Breakdown
BKG129866,,The customer was coughing/sick,
BKG129875,,Customer related issue,
BKG129879,,,Other Issue
BKG129880,AC is not working,,
BKG129882,,,Customer Demand
BKG129884,,The customer was coughing/sick,
BKG129885,Wrong Address,,
BKG129886,,,Other Issue
BKG129888,,The customer was coughing/sick,
BKG129889,,Customer related issue,
BKG129890,Change of plans,,
BKG129894,,More than permitted people in there,
BKG129901,,Personal & Car related issues,
BKG129902,,,Other Issue
BKG129903,,,Customer Demand
BKG129904,Driver is not moving towards pickup location,,
BKG129905,,The customer was coughing/sick,
BKG129909,AC is not working,,
BKG129915,,The customer was coughing/sick,
BKG129918,,More than permitted people in there,
BKG129919,,More than permitted people in there,
BKG129924,Change of plans,,
BKG129926,,The customer was coughing/sick,
BKG129927,,Personal & Car related issues,
BKG129928,Wrong Address,,
BKG129931,,,Other Issue
BKG129932,,,Vehicle Breakdown
BKG129936,,,Customer Demand
BKG129937,Driver asked to cancel,,
BKG129938,,Customer related issue,
BKG129939,,More than permitted people in there,
BKG129940,,Personal & Car related issues,
BKG129941,,The customer was coughing/sick,
BKG129946,,,Vehicle Breakdown
BKG129948,,Personal & Car related issues,
BKG129949,,Customer related issue,
BKG129951,,,Vehicle Breakdown
BKG129953,Driver asked to cancel,,
BKG129958,,,Other Issue
BKG129959,,,Other Issue
BKG129961,,Customer related issue,
BKG129962,,More than permitted people in there,
BKG129964,,More than permitted people in there,
BKG129966,Driver asked to cancel,,
BKG129971,,The customer was coughing/sick,
BKG129973,,Personal & Car related issues,
BKG129974,,,Customer Demand
BKG129975,,,Vehicle Breakdown
BKG129976,Driver is not moving towards pickup location,,
BKG129977,,,Vehicle Breakdown
BKG129978,,,Vehicle Breakdown
BKG129979,,,Customer Demand
BKG129981,Wrong Address,,
BKG129985,,More than permitted people in there,
BKG129986,,,Customer Demand
BKG129987,,Personal & Car related issues,
BKG129991,,More than permitted people in there,
BKG129992,,,Customer Demand
BKG129996,,Personal & Car related issues,
BKG129999,,Customer related issue,
BKG130002,,Personal & Car related issues,
BKG130003,,Personal & Car related issues,
BKG130005,,Customer related issue,
BKG130007,,,Other Issue
BKG130008,,More than permitted people in there,
BKG130010,,Customer related issue,
BKG130013,,Customer related issue,
BKG130016,AC is not working,,
BKG130019,,,Customer Demand
BKG130027,,,Other Issue
BKG130029,,,Other Issue
BKG130035,,More than permitted people in there,
BKG130037,,The customer was coughing/sick,
BKG130047,,The customer was coughing/sick,
BKG130049,,Customer related issue,
BKG130052,,,Other Issue
BKG130054,,Personal & Car related issues,
BKG130055,,The customer was coughing/sick,
BKG130059,,More than permitted people in there,
BKG130061,Driver is not moving towards pickup location,,
BKG130065,,,Other Issue
BKG130066,,Customer related issue,
BKG130070,,The customer was coughing/sick,
BKG130072,,More than permitted people in there,
BKG130076,,,Vehicle Breakdown
BKG130077,,More than permitted people in there,
BKG130083,,Personal & Car related issues,
BKG130084,,,Vehicle Breakdown
BKG130085,,,Vehicle Breakdown
BKG130086,,The customer was coughing/sick,
BKG130087,Change of plans,,
BKG130090,,,Other Issue
BKG130091,,Customer related issue,
BKG130097,,Customer related issue,
BKG130098,AC is not working,,
BKG130099,Wrong Address,,
BKG130101,,,Vehicle Breakdown
BKG130105,,More than permitted people in there,
BKG130107,,,Customer Demand
BKG130108,,Personal & Car related issues,
BKG130113,AC is not working,,
BKG130121,,,Vehicle Breakdown
BKG130122,Driver is not moving towards pickup location,,
BKG130123,,The customer was coughing/sick,
BKG130124,,More than permitted people in there,
BKG130125,,,Customer Demand
BKG130127,,The customer was coughing/sick,
BKG130129,,Customer related issue,
BKG130130,,Customer related issue,
BKG130131,Driver is not moving towards pickup location,,
BKG130133,,The customer was coughing/sick,
BKG130134,,Customer related issue,
BKG130135,,,Vehicle Breakdown
BKG130136,,Personal & Car related issues,
BKG130138,AC is not working,,
BKG130141,,,Vehicle Breakdown
BKG130142,,Customer related issue,
BKG130143,,More than permitted people in there,
BKG130144,Wrong Address,,
BKG130145,Change of plans,,
BKG130146,,More than permitted people in there,
BKG130147,,,Other Issue
BKG130148,,Customer related issue,
BKG130149,,,Other Issue
BKG130151,,,Vehicle Breakdown
BKG130153,,,Other Issue
BKG130154,Wrong Address,,
BKG130160,Change of plans,,
BKG130164,,,Customer Demand
BKG130165,,More than permitted people in there,
BKG130167,,Customer related issue,
BKG130168,,Customer related issue,
BKG130169,,More than permitted people in there,
BKG130172,,Personal & Car related issues,
BKG130174,,More than permitted people in there,
BKG130176,,,Customer Demand
BKG130178,Driver asked to cancel,,
BKG130179,Driver is not moving towards pickup location,,
BKG130181,,,Customer Demand
BKG130183,Change of plans,,
BKG130184,,Personal & Car related issues,
BKG130185,,,Vehicle Breakdown
BKG130186,,,Customer Demand
BKG130189,,,Vehicle Breakdown
BKG130190,,Personal & Car related issues,
BKG130191,,,Customer Demand
BKG130192,,More than permitted people in there,
BKG130193,,,Vehicle Breakdown
BKG130196,,More than permitted people in there,
BKG130198,,,Customer Demand
BKG130200,,,Other Issue
BKG130204,Change of plans,,
BKG130205,,The customer was coughing/sick,
BKG130207,,The customer was coughing/sick,
BKG130209,,More than permitted people in there,
BKG130210,,More than permitted people in there,
BKG130216,,Personal & Car related issues,
BKG130217,,Personal & Car related issues,
BKG130218,,More than permitted people in there,
BKG130220,,More than permitted people in there,
BKG130221,,,Vehicle Breakdown
BKG130225,,Personal & Car related issues,
BKG130226,,Customer related issue,
BKG130228,Driver asked to cancel,,
BKG130229,,More than permitted people in there,
BKG130237,,More than permitted people in there,
BKG130242,Driver asked to cancel,,
BKG130244,Wrong Address,,
BKG130245,,,Customer Demand
BKG130249,,Personal & Car related issues,
BKG130256,,More than permitted people in there,
BKG130258,,Customer related issue,
BKG130260,,,Vehicle Breakdown
BKG130261,,Personal & Car related issues,
BKG130262,,,Other Issue
BKG130266,,Personal & Car related issues,
BKG130267,,Personal & Car related issues,
BKG130275,Driver asked to cancel,,
BKG130278,,,Other Issue
BKG130284,,Personal & Car related issues,
BKG130290,,The customer was coughing/sick,
BKG130292,,Personal & Car related issues,
BKG130293,,More than permitted people in there,
BKG130296,,,Vehicle Breakdown
BKG130297,,,Customer Demand
BKG130300,,,Other Issue
BKG130301,Change of plans,,
BKG130302,,Customer related issue,
BKG130303,,,Vehicle Breakdown
BKG130304,,,Other Issue
BKG130310,,More than permitted people in there,
BKG130311,Change of plans,,
BKG130312,,More than permitted people in there,
BKG130315,,,Other Issue
BKG130317,,,Vehicle Breakdown
BKG130318,,,Customer Demand
BKG130320,,,Vehicle Breakdown
BKG130322,,Customer related issue,
BKG130323,AC is not working,,
BKG130325,,More than permitted people in there,
BKG130326,,Customer related issue,
